rank,release_date,title,production_budget,worlwide_gross,domestic_gross
228,5/19/2000,Dinosaur,127500000,356148063,137748063
2606,5/19/2000,Small Time Crooks,18000000,29934477,17266359
2727,5/19/2000,Road Trip,16000000,119739110,68525609
254,5/24/2000,Mission: Impossible 2,120000000,549588516,215409889
935,5/26/2000,Shanghai Noon,55000000,71189835,56932305
4599,5/26/2000,Hum to Mohabbt Karega,2000000,121807,121807
909,06/10/00,Meet the Parents,55000000,304599899,166225040
1397,06/10/00,Get Carter,40000000,19417182,14967182
3426,06/10/00,Bamboozled,10000000,2373937,2185266
4022,06/10/00,Digimon: The Movie,5000000,16628751,9628751
4121,06/10/00,Requiem for a Dream,4500000,7389233,3635482
554,6/16/2000,Fantasia 2000 (Theatrical Release),80000000,9103630,9103630
610,6/16/2000,Titan A.E.,75000000,36751979,22751979
976,6/16/2000,Shaft,53012938,107190108,70327868
2745,6/16/2000,Boys and Girls,16000000,21799652,21799652
4485,6/16/2000,Jesus' Son,2500000,1687548,1282084
1249,6/21/2000,Chicken Run,42000000,227793915,106793915
997,6/23/2000,Me Myself & Irene,51000000,149270999,90570999
5273,6/23/2000,Woman Chaser,150000,110719,110719
291,6/28/2000,The Patriot,110000000,215300000,113330342
255,6/30/2000,The Perfect Storm,120000000,328711434,182618434
571,6/30/2000,The Adventures of Rocky & Bullwinkle,76000000,35129610,26000610
812,07/04/00,Rules of Engagement,60000000,71719931,61322858
2176,07/04/00,Return to Me,24000000,32662299,32662299
2187,07/04/00,Ready to Rumble,24000000,12372410,12372410
728,07/07/00,The Kid,65000000,69688384,69688384
2529,07/07/00,Scary Movie,19000000,277200000,157019771
4803,07/07/00,But I'm a Cheerleader,1200000,2509344,2205627
581,7/14/2000,X-Men,75000000,296339717,157299717
5191,7/14/2000,Chuck&Buck,250000,1157672,1055671
2908,7/19/2000,The In Crowd,15000000,5217498,5217498
400,7/21/2000,What Lies Beneath,90000000,288693989,155464351
1767,7/21/2000,Pokemon 2000,30000000,133946923,43746923
2426,7/21/2000,Loser,20000000,18250106,15464026
2545,7/26/2000,Thomas and the Magic Railroad,19000000,15911332,15911332
476,7/28/2000,Nutty Professor II: The Klumps,84000000,166307945,123307945
1650,08/09/00,The Watcher,33000000,47267829,28946615
2181,08/09/00,Nurse Betty,24000000,27732366,25170054
3535,08/09/00,The Way of the Gun,9000000,13061935,6047856
4499,08/09/00,Anatomie,2500000,9598,9598
4882,08/09/00,Fiza,1000000,1179462,623791
593,08/12/00,Vertical Limit,75000000,213500000,68473360
743,08/12/00,Proof of Life,65000000,62761005,32598931
1597,08/12/00,Dungeons and Dragons,35000000,33771965,15185241
2794,08/12/00,Crouching Tiger Hidden Dragon,15000000,213514672,128067808
3339,08/12/00,Snatch,10000000,83593107,30093107
1533,8/18/2000,The Cell,35000000,85911226,61280963
4336,8/18/2000,The Original Kings of Comedy,3000000,38236338,38168022
4852,8/18/2000,Godzilla 2000,1000000,10037390,10037390
1372,8/25/2000,The Art of War,40000000,30199105,30199105
2214,8/25/2000,The Crew,23000000,13019253,13019253
3309,8/25/2000,Bring it On,10000000,90453550,68353550
5342,8/25/2000,Smiling Fish and Goat on Fire,40000,277233,277233
318,09/06/00,Gone in 60 Seconds,103300000,232643008,101643008
5060,09/06/00,Groove,500000,1167524,1115313
850,9/15/2000,Almost Famous,60000000,47371191,32522352
1596,9/15/2000,Bait,35000000,15471969,15325127
2763,9/15/2000,Duets,16000000,6615452,4734235
5226,9/15/2000,Urbania,225000,1032075,1032075
2857,9/22/2000,Urban Legends: Final Cut,15000000,38574362,21468807
3110,9/22/2000,Dancer in the Dark,12500000,45557491,4157491
3635,9/22/2000,Woman on Top,8000000,10192613,5018450
4913,9/22/2000,The Specials,1000000,12996,12996
3846,9/27/2000,Best in Show,6000000,20695413,18621249
1713,9/29/2000,Remember the Titans,30000000,136706683,115654751
3540,9/29/2000,Beautiful,9000000,3134509,3134509
4872,9/29/2000,The Broken Hearts Club: A Romantic Comedy,1000000,2022442,1744858
424,10/03/00,Mission to Mars,90000000,106000000,60874615
1464,10/03/00,The Ninth Gate,38000000,58394308,18653746
4986,10/03/00,Deterrence,800000,371647,144583
5158,10/03/00,God's Army,300000,2652515,2637726
533,10/11/00,Little Nicky,80000000,58270391,39442871
551,10/11/00,Red Planet,80000000,33463969,17480890
1671,10/11/00,Men of Honor,32000000,82339483,48814909
4796,10/11/00,You Can Count on Me,1200000,10827356,9180275
1917,10/13/2000,Lost Souls,28000000,31320293,16779636
3264,10/13/2000,The Ladies Man,11000000,13719474,13592872
3524,10/13/2000,The Contender,9000000,17804273,17804273
3983,10/13/2000,Billy Elliot,5000000,109273197,21995263
4410,10/13/2000,Just Looking,3000000,39852,39852
1137,10/20/2000,Bedazzled,48000000,90376224,37879996
1364,10/20/2000,Pay it Forward,40000000,55696705,33508922
2497,10/20/2000,The Yards,20000000,2282710,882710
4552,10/20/2000,The Legend of Drunken Master,2000000,11546543,11546543
752,10/27/2000,Lucky Numbers,65000000,10014234,10014234
2264,10/27/2000,The Little Vampire,22000000,13555988,13555988
2849,10/27/2000,Book of Shadows: Blair Witch 2,15000000,47721314,26421314
3948,10/27/2000,A Room for Romeo Brass,5250000,20097,20097
5340,10/27/2000,George Washington,42000,342722,241816
5030,10/31/2000,Mercy Streets,600000,173599,173599
1065,11/02/00,The Beach,50000000,39778599,39778599
2346,11/02/00,The Tigger Movie,20000000,96147688,45542421
3036,11/02/00,Snow Day,13000000,62452927,60008303
5235,11/02/00,Trois,200000,1161843,1161843
1057,11/08/00,The Replacements,50000000,50054511,44737059
1356,11/08/00,Autumn in New York,40000000,90717684,37752931
1374,11/08/00,Bless the Child,40000000,40435694,29374178
3437,11/08/00,Cecil B. Demented,10000000,1953882,1276984
3793,11/08/00,Aimée & Jaguar,6800000,927107,927107
253,11/17/2000,How the Grinch Stole Christmas,123000000,345141403,260044825
484,11/17/2000,The 6th Day,82000000,96024898,34543701
1557,11/17/2000,Bounce,35000000,53425292,36805288
1731,11/17/2000,Rugrats in Paris,30000000,103284813,76501438
456,11/22/2000,102 Dalmatians,85000000,66941559,66941559
617,11/22/2000,Unbreakable,73243106,248099143,94999143
3023,11/22/2000,Quills,13500000,11732088,7060876
3495,12/01/00,Next Friday,9500000,59675307,57176582
3715,12/01/00,My Dog Skip,7000000,35795319,34099640
544,12/05/00,Battlefield Earth: A Saga of the Year 3000,80000000,29725663,21471685
2607,12/05/00,Center Stage,18000000,21361109,17200925
3186,12/05/00,Screwed,12000000,6982680,6982680
3636,12/05/00,Held Up,8000000,4714090,4714090
4582,12/05/00,Hamlet,2000000,2419669,1577287
342,12/15/2000,The Emperor's New Groove,100000000,169296573,89296573
707,12/15/2000,What Women Want,65000000,374105123,182805123
2029,12/15/2000,Chocolat,25000000,152500343,71309760
3044,12/15/2000,Dude Where's My Car?,13000000,73180297,46729374
3859,12/15/2000,Pollock,6000000,10557291,8596914
1240,12/19/2000,Finding Forrester,43000000,80013623,51768623
3382,12/19/2000,The Gift,10000000,44567606,12008642
439,12/22/2000,Cast Away,85000000,427230516,233632142
540,12/22/2000,Thirteen Days,80000000,66554547,34566746
801,12/22/2000,The Family Man,60000000,124715863,75764085
1164,12/22/2000,Miss Congeniality,45000000,213420951,106807667
1217,12/22/2000,All the Pretty Horses,45000000,18120267,15527125
1907,12/22/2000,Dracula 2000,28000000,33000377,33000377
1981,12/22/2000,O Brother Where Art Thou?,26000000,75763814,45506619
3422,12/22/2000,The House of Mirth,10000000,5149131,3041803
4225,12/22/2000,An Everlasting Piece,4000000,75078,75078
1126,12/27/2000,Traffic,48000000,208300000,124107476
3089,12/29/2000,The Claim,13000000,1375635,622023
3631,12/29/2000,Shadow of the Vampire,8000000,8279017,8279017
1791,01/06/01,What's the Worst That Could Happen?,30000000,38462071,32267774
2238,01/06/01,The Animal,22000000,55762229,55762229
1212,1/19/2001,The Pledge,45000000,29406132,19719930
1894,1/26/2001,The Wedding Planner,28000000,94728529,60400856
2563,02/02/01,Left Behind,18500000,4221341,4221341
2995,02/02/01,Head Over Heels,14000000,10397365,10397365
3358,02/02/01,Valentine,10000000,20384136,20384136
1318,02/03/01,The Mexican,40000000,145238250,66808615
2738,02/03/01,See Spot Run,16000000,43057552,33357476
3026,02/03/01,The Caveman's Valentine,13500000,892506,687081
3079,02/03/01,The Widow of St. Pierre,13000000,3058380,3058380
275,02/11/01,Monsters Inc.,115000000,559757719,289423425
982,02/11/01,Domestic Disturbance,53000000,54207112,45207112
1120,02/11/01,The One,49000000,72689126,43905746
3299,02/11/01,Le Fabuleux destin d'Amélie Poulain,10350000,174201661,33201661
5087,02/11/01,Everything Put Together,500000,7890,0
1381,2/16/2001,Sweet November,40000000,65754228,25288103
1739,2/16/2001,Down to Earth,30000000,71172251,64172251
3324,2/16/2001,Recess: School's Out,10000000,44451470,36696761
614,2/23/2001,Monkeybone,75000000,5409517,5409517
767,2/23/2001,3000 Miles to Graceland,62000000,18708848,15738632
397,03/08/01,Rush Hour 2,90000000,347425832,226164286
1718,03/08/01,The Princess Diaries,30000000,165334774,108244774
1990,03/08/01,Original Sin,26000000,16521410,16521410
461,3/16/2001,Enemy at the Gates,85000000,96971293,51396781
1645,3/16/2001,Exit Wounds,33000000,79958599,51758599
3979,3/16/2001,Memento,5000000,39723096,25544867
5192,3/16/2001,American Desi,250000,1366235,902835
5330,3/16/2001,Gabriela,50000,2335352,2335352
1457,3/23/2001,Heartbreakers,38000000,57753825,40334024
2135,3/23/2001,Say It Isn't So,25000000,5516708,5516708
3837,3/23/2001,The Brothers,6000000,27958191,27457409
1518,3/30/2001,Spy Kids,35000000,197692062,112692062
2205,3/30/2001,Someone Like You,23000000,38684906,27338033
2616,3/30/2001,Tailor of Panama,18000000,27491653,13491653
3265,3/30/2001,Tomcats,11000000,13558739,13558739
4566,3/30/2001,Amores Perros,2000000,20883834,5383834
368,04/05/01,The Mummy Returns,98000000,435040395,202007640
4605,04/05/01,Eureka,2000000,76654,49388
790,04/07/01,Cats & Dogs,60000000,200700000,93375151
1176,04/07/01,Scary Movie 2,45000000,141189101,71277420
2028,4/13/2001,Bridget Jones's Diary,25000000,281527158,71500556
2082,4/20/2001,Crocodile Dundee in Los Angeles,25000000,39393111,25590119
2873,4/20/2001,Freddy Got Fingered,15000000,14249005,14249005
317,4/27/2001,Town & Country,105000000,10364769,6712451
629,4/27/2001,Driven,72000000,54616869,32616869
3664,4/27/2001,Akira,8000000,19585,19585
4027,4/27/2001,The Forsaken,5000000,6755271,6755271
1173,05/10/01,Training Day,45000000,104505362,76261036
1899,05/10/01,Serendipity,28000000,77477297,50255310
2207,05/10/01,Joy Ride,23000000,21973182,21973182
3170,05/10/01,Max Keeble's Big Move,12000000,17292381,17292381
981,5/18/2001,Moulin Rouge,53000000,179209685,57386369
1002,5/18/2001,Shrek,50000000,491812794,267655011
1462,5/18/2001,Angel Eyes,38000000,29544532,24044532
132,5/25/2001,Pearl Harbor,151500000,449239855,198539855
1419,06/04/01,Just Visiting,40000000,16172200,4777007
1755,06/04/01,Blow,30000000,83282296,52990775
1886,06/04/01,Along Came a Spider,28000000,105159085,74058698
4350,06/04/01,Pokemon 3: The Movie,3000000,68452128,17052128
4879,06/04/01,Brigham City,1000000,852206,852206
2060,06/07/01,Kiss of the Dragon,25000000,36833473,36833473
5377,06/07/01,Cure,10000,94596,94596
4151,6/13/2001,Sexy Beast,4300000,10158355,6946056
385,6/15/2001,Lara Croft: Tomb Raider,94000000,273330185,131144183
4669,6/15/2001,Songcatcher,1800000,3050934,3050934
626,6/22/2001,Doctor Dolittle 2,72000000,176101721,112950721
1444,6/22/2001,The Fast and the Furious,38000000,206512310,144512310
2740,6/27/2001,Baby Boy,16000000,28734552,28734552
415,6/29/2001,Artificial Intelligence: AI,90000000,235900000,78616689
2948,6/29/2001,Pandaemonium,15000000,0,0
3063,6/29/2001,crazy/beautiful,13000000,19929123,16929123
4284,6/29/2001,Pootie Tang,3500000,3293258,3293258
1378,07/09/01,The Musketeer,40000000,27053815,27053815
1466,07/09/01,Rock Star,38000000,19317765,16991902
3005,07/09/01,Soul Survivors,14000000,4288246,3100650
3059,07/09/01,Two Can Play That Game,13000000,22391450,22235901
5013,07/09/01,L.I.E.,700000,1140965,1140965
441,07/12/01,Ocean's Eleven,85000000,450728529,183417150
3881,07/12/01,The Business of Strangers,6000000,1290920,1030920
4877,07/12/01,No Man's Land,1000000,2684207,1067481
692,7/13/2001,The Score,68000000,113542091,71069884
2568,7/13/2001,Legally Blonde,18000000,141809235,96493426
4033,7/13/2001,Made,5000000,5476060,5308707
4534,7/13/2001,Bully,2100000,1381824,881824
387,7/18/2001,Jurassic Park III,93000000,365900000,181166115
1153,7/20/2001,America's Sweethearts,46000000,160648493,93607673
3211,7/20/2001,Brother,12000000,450594,450594
3875,7/20/2001,Hedwig and the Angry Inch,6000000,3747270,3067312
3927,7/20/2001,Ghost World,5500000,8761608,6217849
329,7/27/2001,Planet of the Apes,100000000,362211740,180011740
5133,7/27/2001,Jackpot,400000,44452,44452
412,08/06/01,Atlantis: The Lost Empire,90000000,186049020,84052762
523,08/06/01,Swordfish,80000000,147080413,69772969
535,08/06/01,Evolution,80000000,98341932,38311134
4362,08/08/01,The Deep End,3000000,9981635,8823109
2904,08/10/01,Mulholland Drive,15000000,11919578,7219578
1135,8/13/2001,K-PAX,48000000,50315140,50315140
901,8/17/2001,Captain Corelli's Mandolin,57000000,62097495,25528495
1133,8/17/2001,Rat Race,48000000,86607223,56607223
1601,8/17/2001,American Outlaws,35000000,13601109,13264986
3818,8/17/2001,Aberdeen,6500000,64148,64148
4765,8/21/2001,Batman - The Movie,1377800,0,0
4902,8/22/2001,Lisa Picard is Famous,1000000,113433,113433
1922,8/24/2001,John Carpenter's Ghosts of Mars,28000000,8434601,8434601
1995,8/24/2001,The Curse of the Jade Scorpion,26000000,18496522,7496522
2249,8/24/2001,Jay and Silent Bob Strike Back,22000000,33762400,30059386
2692,8/24/2001,Summer Catch,17000000,19693891,19693891
3074,8/24/2001,Bubble Boy,13000000,5002310,5002310
3322,8/31/2001,Jeepers Creepers,10000000,58939035,37904175
3997,8/31/2001,O (Othello),5000000,16017403,16017403
4911,8/31/2001,Speedway Junky,1000000,17127,17127
437,09/02/01,Hannibal,87000000,350100280,165092266
2257,09/02/01,Saving Silverman,22000000,25873142,19351569
1262,09/03/01,15 Minutes,42000000,56331864,24375436
3219,09/03/01,Company Man,12000000,622273,146028
3384,09/03/01,Get Over It,10000000,19860259,11560259
5375,09/03/01,Dayereh,10000,673780,673780
1314,09/11/01,Shallow Hal,40000000,70836296,70836296
1580,09/11/01,Heist,35000000,28906817,23483357
5305,09/11/01,Keeping it Real: The Adventures of Greg Walloch,100000,1358,1358
2259,9/14/2001,The Glass House,22000000,22861785,17951431
2289,9/14/2001,Hardball,21000000,43728560,40222729
2269,9/21/2001,Megiddo: Omega Code 2,22000000,6047691,6047691
3582,9/21/2001,Glitter,8500000,4273372,4273372
1044,9/28/2001,Don’t Say a Word,50000000,104488383,54997476
1701,9/28/2001,Hearts in Atlantis,31000000,30885781,24185781
1901,9/28/2001,Zoolander,28000000,60780981,45172250
4589,9/28/2001,Dinner Rush,2000000,1075504,638227
682,10/08/01,Osmosis Jones,70000000,13596911,13596911
1708,10/08/01,American Pie 2,30000000,286500000,145096820
2666,10/08/01,The Others,17000000,207765056,96522687
4732,10/08/01,Session 9,1500000,1619602,378176
866,10/19/2001,The Last Castle,60000000,20541668,18208078
1146,10/19/2001,Riding in Cars with Boys,47000000,29781453,29781453
1566,10/19/2001,From Hell,35000000,68712365,31598308
3398,10/24/2001,Bones,10000000,8378853,7316658
2537,10/26/2001,Thirteen Ghosts,19000000,68467960,41867960
2611,10/26/2001,Life as a House,18000000,23889158,15652637
3414,10/26/2001,On the Line,10000000,4690802,4365455
3453,10/26/2001,High Heels and Low Lifes,10000000,226792,226792
4126,10/26/2001,Donnie Darko,4500000,7503672,1472801
2262,11/04/01,Josie and the Pussycats,22000000,14252830,14252830
2741,11/04/01,Joe Dirt,16000000,30987695,27087695
3725,11/04/01,Kingdom Come,7000000,23393939,23247539
1273,11/05/01,A Knight’s Tale,41000000,100622586,56083966
198,11/07/01,Final Fantasy: The Spirits Within,137000000,85131830,32131830
4185,11/14/2001,The Wash,4000000,10097096,10097096
233,11/16/2001,Harry Potter and the Sorcerer’s Stone,125000000,974755371,317575550
3878,11/16/2001,Novocaine,6000000,2522928,2025238
422,11/21/2001,Spy Game,90000000,143049560,62362560
1562,11/21/2001,Black Knight,35000000,33422806,33422806
3263,11/21/2001,Out Cold,11000000,14786394,13906394
4870,11/21/2001,The Sidewalks of New York,1000000,3575308,2402459
4684,11/23/2001,In the Bedroom,1700000,42137871,35930604
1324,11/30/2001,Behind Enemy Lines,40000000,58855732,58855732
1471,11/30/2001,Texas Rangers,38000000,623374,623374
1832,12/01/01,Antitrust,30000000,17865209,10965209
2179,12/01/01,Double Take,24000000,29823162,29823162
3033,12/01/01,Save the Last Dance,13000000,122244329,91038276
603,12/10/01,Bandits,75000000,71523271,41523271
3258,12/10/01,Corky Romano,11000000,25116103,23978402
647,12/14/2001,Vanilla Sky,70000000,202726605,100614858
1897,12/14/2001,The Royal Tenenbaums,28000000,71430876,52353636
2825,12/14/2001,Not Another Teen Movie,15000000,62401343,37882551
3751,12/14/2001,The Other Side of Heaven,7000000,4720371,4720371
3928,12/14/2001,Iris,5500000,15155021,5580479
308,12/19/2001,The Lord of the Rings: The Fellowship of the Ring,109000000,887210985,315544750
560,12/21/2001,A Beautiful Mind,78000000,317668058,170708996
630,12/21/2001,The Majestic,72000000,37306334,27796042
1463,12/21/2001,Joe Somebody,38000000,24515990,22770864
2021,12/21/2001,Jimmy Neutron: Boy Genius,25000000,102992536,80936232
3150,12/21/2001,How High,12000000,31222395,31155435
310,12/25/2001,Ali,109000000,87683966,58183966
1136,12/25/2001,Kate and Leopold,48000000,70937778,47095453
1603,12/25/2001,The Shipping News,35000000,24405825,11405825
2587,12/26/2001,Gosford Park,18000000,41300105,41300105
4169,12/26/2001,Monster's Ball,4000000,43766463,31273922
372,12/28/2001,Black Hawk Down,95000000,159691085,108638745
2244,12/28/2001,I Am Sam,22000000,92542418,40270895
3695,12/31/2001,The Hole,7500000,10834406,0
4638,12/31/2001,Pendulum,2000000,0,0
3075,01/02/02,Birthday Girl,13000000,8130727,4919896
3271,01/02/02,Slackers,11000000,4814244,4814244
5057,01/02/02,The Singles Ward,500000,1250798,1250798
653,01/03/02,We Were Soldiers,70000000,114658262,78120196
2682,01/03/02,40 Days and 40 Nights,17000000,95092667,37939782
5269,01/03/02,The Calling,160000,32092,32092
671,01/11/02,I Spy,70000000,60279822,33561137
713,01/11/02,The Santa Clause 2,65000000,172825854,139225854
1665,1/18/2002,Snow Dogs,32000000,116898028,81150692
1259,1/25/2002,The Mothman Prophecies,42000000,56438555,35228696
1332,1/25/2002,The Count of Monte Cristo,40000000,75389090,54228104
2925,1/25/2002,Metropolis,15000000,1405032,673414
3250,1/25/2002,A Walk to Remember,11000000,46060915,41227069
3371,1/25/2002,Kung Pow: Enter the Fist,10000000,17033556,16033556
634,02/08/02,Signs,70702619,408269295,227969295
2733,02/08/02,The Master of Disguise,16000000,40363530,40363530
4346,02/08/02,Martin Lawrence Live: RunTelDat,3000000,19184820,19184820
4576,02/08/02,Full Frontal,2000000,3438804,2512846
678,2/15/2002,Hart's War,70000000,33076815,19076815
1491,2/15/2002,John Q,36000000,102226631,71026631
2342,2/15/2002,Peter Pan: Return to Neverland,20000000,109862682,48430258
3144,2/15/2002,Crossroads,12000000,57000000,37188667
3199,2/15/2002,Last Orders,12000000,2326407,2326407
4794,2/15/2002,Super Troopers,1200000,23046142,18492362
838,2/19/2002,Reign of Fire,60000000,82150183,43061982
855,2/22/2002,Dragonfly,60000000,30063805,30063805
1568,2/22/2002,Queen of the Damned,35000000,30307804,30307804
4137,2/22/2002,Mean Machine,4500000,92723,92723
4795,2/22/2002,Monsoon Wedding,1200000,27025600,13876974
4828,2/22/2002,Sex with Strangers,1100000,247740,247740
193,03/05/02,Spider-Man,139000000,821706375,403706375
2762,03/05/02,Hollywood Ending,16000000,14839383,4839383
3407,03/05/02,Deuces Wild,10000000,6244618,6044618
